Reference,Bill Date,Due Date,GL Account,Payee Name,Paid,Unpaid,Paid Date,Property Name,Approval Status,GL Account Name
October 2024  66688-08592,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,100,0,11/11/2024,Villa Sereno,Pending (1 of 1),Electricity- Common Area
October 2024  47627-24583,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,29.72,0,11/11/2024,Casa Seraphina,Pending (1 of 1),Electricity- Common Area
October 2024  82346-16251,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,82.42,0,11/11/2024,Villa Terra Nova,Pending (1 of 1),Electricity- Common Area
October 2024  48998-02526,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,51.9,0,11/11/2024,Villa Olivetta,Approved,Electricity- Common Area
October 2024  06218-41246,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,173.19,0,11/10/2024,Villa Sereno,Approved,Electricity- Common Area
October 2024  06872-64408,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,90.24,0,11/11/2024,Villa Azure Cove,Approved,Electricity- Common Area
October 2024  09073-04000,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,92.45,0,11/11/2024,Villa Cielo Alto,Approved,Electricity- Common Area
October 2024 74531-14006,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,83.76,0,11/11/2024,Villa Solara,Approved,Electricity- Common Area
October 2024  85923-34588,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,53.31,0,11/11/2024,Casa Seraphina,Approved,Electricity- Common Area
October 2024  86141-61241,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,107.77,0,11/10/2024,Casa Seraphina,Approved,Electricity- Common Area
October 2024 92854-14588,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,138.1,0,11/11/2024,Whispering Palms Estate,Approved,Electricity- Common Area
October 2024 92854-14588,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,100,0,11/11/2024,The Velvet Horizon,Approved,Electricity- Common Area
October 2024  53585-24048,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,59.57,0,11/10/2024,Casa del Mariposa,Approved,Electricity- Common Area
October 2024  53585-24048,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,77.74,0,11/10/2024,Villa Terra Nova,Approved,Electricity- Common Area
October 2024  53585-24048,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,100,0,11/10/2024,The Velvet Horizon,Approved,Electricity- Common Area
October 2024  74161-24589,10/21/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,25.26,0,11/11/2024,Casa Aurora,Approved,Electricity- Common Area
October 2024   96930-16256_copy,10/21/2024,10/21/2024,6412 - Electricity- Vacant Units,FPL,76.42,0,11/11/2024,Casa Aurora,Approved,Electricity- Common Area
October 2024  88257-14150,10/22/2024,11/22/2024,6412 - Electricity- Vacant Units,FPL,151.57,0,11/11/2024,The Orchid Pavilion,Approved,Electricity- Common Area
86016-15225,10/23/2024,11/13/2024,6412 - Electricity- Vacant Units,FPL,75.42,0,2/5/2025,Villa Driftwood,Approved,Electricity- Common Area
8115573449 Security Deposit,10/24/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,188.63,0,11/15/2024,The Golden Banyan,Approved,Electricity- Common Area
49452-25227 102024,10/24/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,110.05,0,11/27/2024,Villa Luna Blanca,Approved,Electricity- Common Area
51018-25221 102024,10/24/2024,11/4/2024,6412 - Electricity- Vacant Units,FPL,185.51,0,11/27/2024,The Marula Nest,Approved,Electricity- Common Area
nov 2024 94493-26256,10/25/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,166.68,0,12/11/2024,Sapphire Ridge Retreat,Approved,Electricity- Common Area
Nov 2024 70787-55555,10/29/2024,11/19/2024,6412 - Electricity- Vacant Units,FPL,327.42,0,11/18/2024,Villa Sereno,Approved,Electricity- Common Area
nov 2024 57072-99169,10/30/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,167.33,0,12/11/2024,Sapphire Ridge Retreat,Approved,Electricity- Common Area
November 2024 60452-83121,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,180.58,0,11/11/2024,Villa Sereno,Approved,Electricity- Common Area
Nov 2024 77737-80510,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,209.07,0,11/18/2024,Casa del Mariposa,Pending (1 of 1),Electricity- Common Area
Nov 2024 15951-82344,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,49.84,0,11/21/2024,Villa Sereno,Pending (1 of 1),Electricity- Common Area
Nov 57660-84122,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,72.5,0,11/21/2024,The Golden Banyan,Pending (1 of 1),Electricity- Common Area
Nov 13494-42580,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,43.56,0,11/21/2024,The Orchid Pavilion,Approved,Electricity- Common Area
Nov 15764-91029,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,87.23,0,11/21/2024,Villa Sereno,Approved,Electricity- Common Area
Nov 42865-55356,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,74.29,0,11/21/2024,Villa Terra Nova,Approved,Electricity- Common Area
Nov 51578-55387,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,96.71,0,11/21/2024,Casa del Mariposa,Approved,Electricity- Common Area
Nov 66690-50079,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,48.18,0,11/21/2024,Villa Driftwood,Pending (1 of 1),Electricity- Common Area
Nov 76651-88327,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,77.5,0,11/21/2024,Casa Aurora,Approved,Electricity- Common Area
Nov 81785-50581,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,55.85,0,11/21/2024,Casa Seraphina,Pending (1 of 1),Electricity- Common Area
Nov 86532-20536,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,74.81,0,11/21/2024,The Velvet Horizon,Approved,Electricity- Common Area
Nov 92561-74492,10/31/2024,11/21/2024,6412 - Electricity- Vacant Units,FPL,88.39,0,11/21/2024,Villa Luna Blanca,Approved,Electricity- Common Area
ACCT91089-74040,11/1/2024,11/22/2024,6412 - Electricity- Vacant Units,FPL,13.07,0,11/20/2024,Villa Olivetta,Approved,Electricity- Common Area
61999-05222 112024,11/1/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,51.65,0,11/27/2024,The Golden Banyan,Approved,Electricity- Common Area
82331-05223 112024,11/1/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,153.34,0,11/27/2024,Casa del Mariposa,Approved,Electricity- Common Area
78691-23203 112024,11/1/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,864.5,0,11/27/2024,The Orchid Pavilion,Approved,Electricity- Common Area
58920-83444 112024,11/1/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,248.77,0,11/15/2024,Casa Seraphina,Approved,Electricity- Common Area
50670-75100 112024,11/1/2024,11/11/2024,6412 - Electricity- Vacant Units,FPL,63.12,0,11/15/2024,Villa Solara,Approved,Electricity- Common Area
ACCT 77452-54222,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,103.3,0,11/5/2024,Villa Sereno,Approved,Electricity- Common Area
ACCT 55529-68173,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,145.36,0,11/5/2024,Villa Sereno,Approved,Electricity- Common Area
ACCT 42482-90530,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,161.1,0,11/5/2024,Casa Seraphina,Pending (1 of 1),Electricity- Common Area
ACCT40932-15152,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,32.09,0,11/20/2024,Villa Driftwood,Pending (1 of 1),Electricity- Common Area
ACCT31967-05085,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,32.09,0,11/20/2024,Villa Cielo Alto,Pending (1 of 1),Electricity- Common Area
ACCT64876-71155,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,35.45,0,11/20/2024,Villa Luna Blanca,Pending (1 of 1),Electricity- Common Area
ACCT97267-19504,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,36.93,0,11/20/2024,Villa Terra Nova,Pending (1 of 1),Electricity- Common Area
ACCT 80146-54068,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,38.31,0,11/20/2024,Sapphire Ridge Retreat,Pending (1 of 1),Electricity- Common Area
ACCT 55579-05048,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,42.02,0,11/20/2024,Villa Terra Nova,Pending (1 of 1),Electricity- Common Area
ACCT55448-52584,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,46.75,0,11/20/2024,Villa Olivetta,Pending (1 of 1),Electricity- Common Area
ACCT06874-16305,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,49.95,0,11/20/2024,Villa Olivetta,Pending (1 of 1),Electricity- Common Area
ACCT52156-61157,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,51.76,0,11/20/2024,Casa Seraphina,Pending (1 of 1),Electricity- Common Area
ACCT 91318-64069,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,68.13,0,11/20/2024,The Golden Banyan,Pending (1 of 1),Electricity- Common Area
ACCT57543-74063,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,82.22,0,11/20/2024,Villa Solara,Pending (1 of 1),Electricity- Common Area
ACCT 74942-64067,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,95.12,0,11/20/2024,Sapphire Ridge Retreat,Pending (1 of 1),Electricity- Common Area
ACCT 82588-44060,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,112.28,0,11/20/2024,Casa Aurora,Pending (1 of 1),Electricity- Common Area
ACCT74143-68170,11/4/2024,11/25/2024,6412 - Electricity- Vacant Units,FPL,120.83,0,11/20/2024,The Marula Nest,Pending (1 of 1),Electricity- Common Area
67405-63447 112024,11/6/2024,11/27/2024,6412 - Electricity- Vacant Units,FPL,256.89,0,11/15/2024,Whispering Palms Estate,Pending (1 of 1),Electricity- Common Area
96078-64551 112024,11/8/2024,12/2/2024,6412 - Electricity- Vacant Units,FPL,66.48,0,12/4/2024,Whispering Palms Estate,Pending (1 of 1),Electricity- Common Area
42682-21415 112024,11/8/2024,12/2/2024,6412 - Electricity- Vacant Units,FPL,38.48,0,12/4/2024,The Orchid Pavilion,Pending (1 of 1),Electricity- Common Area
42677-16035 112024,11/8/2024,12/2/2024,6412 - Electricity- Vacant Units,FPL,81.47,0,11/15/2024,Villa Terra Nova,Pending (1 of 1),Electricity- Common Area
70242-74172 112024,11/8/2024,12/2/2024,6412 - Electricity- Vacant Units,FPL,58.78,0,12/4/2024,Villa Driftwood,Pending (1 of 1),Electricity- Common Area
97103-61586,11/8/2024,12/2/2024,6412 - Electricity- Vacant Units,FPL,336.84,0,11/15/2024,Casa Aurora,Pending (1 of 1),Electricity- Common Area
50670-75100 Nov 2024,11/8/2024,12/2/2024,6412 - Electricity- Vacant Units,FPL,45.7,0,12/4/2024,The Orchid Pavilion,Pending (1 of 1),Electricity- Common Area
November 2024 81698-77423,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,146.47,0,12/3/2024,Villa Sereno,Pending (1 of 1),Electricity- Common Area
November 2024 63905-75444,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,44.41,0,12/3/2024,The Golden Banyan,Pending (1 of 1),Electricity- Common Area
November 2024 97039-93122,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,105.59,0,12/3/2024,The Orchid Pavilion,Pending (1 of 1),Electricity- Common Area
November 2024 03721-59202,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,101.25,0,12/3/2024,Villa Solara,Pending (1 of 1),Electricity- Common Area
November 2024 89882-31109,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,72.99,0,12/3/2024,Villa Cielo Alto,Pending (1 of 1),Electricity- Common Area
November 2024 57649-96004,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,58.41,0,12/3/2024,The Marula Nest,Pending (1 of 1),Electricity- Common Area
November 2024 89612-06029,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,51.38,0,12/3/2024,Villa Terra Nova,Pending (1 of 1),Electricity- Common Area
November 2024 60194-73062,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,50.47,0,12/3/2024,Casa del Mariposa,Pending (1 of 1),Electricity- Common Area
November 2024  59838-59207,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,45.99,0,12/3/2024,Villa Sereno,Pending (1 of 1),Electricity- Common Area
November 2024 44455-95020,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,39.06,0,12/3/2024,Villa Driftwood,Pending (1 of 1),Electricity- Common Area
November 2024 86856-59263,11/12/2024,12/3/2025,6412 - Electricity- Vacant Units,FPL,38.08,0,12/3/2024,The Orchid Pavilion,Pending (1 of 1),Electricity- Common Area
04788-40119,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,91.28,0,12/4/2024,Villa Sereno,Pending (1 of 1),Electricity- Common Area
04837-08301,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,168.39,0,12/11/2024,Casa Aurora,Pending (1 of 1),Electricity- Common Area
08772-44319,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,171.26,0,12/11/2024,Villa Olivetta,Approved,Electricity- Common Area
43537-99465,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,151.64,0,12/4/2024,Casa del Mariposa,Approved,Electricity- Common Area
61123-17513,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,90.28,0,12/4/2024,The Orchid Pavilion,Pending (1 of 1),Electricity- Common Area
91738-18304,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,152.55,0,12/11/2024,Villa Terra Nova,Pending (1 of 1),Electricity- Common Area
Nov 2024 16632-08591,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,139.93,0,12/4/2024,Casa del Mariposa,Pending (1 of 1),Electricity- Common Area
Nov 2024 61175-48518,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,132,0,12/11/2024,Villa Cielo Alto,Pending (1 of 1),Electricity- Common Area
Nov 2024 06822-68347,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,118.95,0,12/11/2024,Villa Solara,Exempt,Electricity- Vacant Units
Nov 2024 00084-64448,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,118.18,0,12/11/2024,Villa Solara,Exempt,Electricity- Vacant Units
Nov 2024 62350-14351,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,111.61,0,12/11/2024,The Golden Banyan,Exempt,Electricity- Vacant Units
Nov 2024 12207-64037,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,102.21,0,12/4/2024,Sapphire Ridge Retreat,Exempt,Electricity- Vacant Units
Nov 2024 54732-13329,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,101.16,0,12/4/2024,The Marula Nest,Exempt,Electricity- Vacant Units
Nov 2024 99298-88130,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,100.64,0,12/4/2024,Sapphire Ridge Retreat,Exempt,Electricity- Vacant Units
Nov 2024 08671-12047,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,88.38,0,12/11/2024,The Velvet Horizon,Exempt,Electricity- Vacant Units
Nov 2024 94280-46511,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,84.14,0,12/4/2024,Whispering Palms Estate,Exempt,Electricity- Vacant Units
Nov 2024 16512-37412,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,82.34,0,12/4/2024,Casa del Mariposa,Exempt,Electricity- Vacant Units
Nov 2024 05450-64446,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,74.64,0,12/11/2024,Sapphire Ridge Retreat,Exempt,Electricity- Vacant Units
Nov 2024 89137-67482,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,72.38,0,12/4/2024,Villa Driftwood,Exempt,Electricity- Vacant Units
Nov 2024 81929-40149,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,67.86,0,12/4/2024,Sapphire Ridge Retreat,Exempt,Electricity- Vacant Units
Nov 2024 99576-90077,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,62.51,0,12/11/2024,Villa Terra Nova,Exempt,Electricity- Vacant Units
Nov 2024 90803-18307,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,61.73,0,12/11/2024,Casa del Mariposa,Exempt,Electricity- Vacant Units
final bill 74683-04352,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,41.44,0,12/11/2024,Villa Olivetta,Exempt,Electricity- Vacant Units
November 2024 40931-10304,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,149.54,0,12/3/2024,Villa Terra Nova,Exempt,Electricity- Vacant Units
November 2024 15277-87541,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,33.02,0,12/3/2024,Villa Cielo Alto,Exempt,Electricity- Vacant Units
November 2024 57909-25019,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,122.8,0,12/3/2024,Whispering Palms Estate,Exempt,Electricity- Vacant Units
November 2024 98013-69118,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,122.31,0,12/3/2024,Villa Sereno,Exempt,Electricity- Vacant Units
December 2024 03721-59202,11/12/2024,12/2/2024,6412 - Electricity- Vacant Units,FPL,46.62,0,1/2/2025,Casa del Mariposa,Exempt,Electricity- Vacant Units
96980-92039 Dec 2024,11/12/2024,12/3/2024,6412 - Electricity- Vacant Units,FPL,80.7,0,2/4/2025,Villa Azure Cove,Exempt,Electricity- Vacant Units
66520-40533 OCT,11/13/2024,11/13/2024,6412 - Electricity- Vacant Units,FPL,50.68,0,11/14/2024,Casa Aurora,Exempt,Electricity- Vacant Units
88667-43126 OCT,11/13/2024,12/4/2024,6412 - Electricity- Vacant Units,FPL,88.67,0,11/14/2024,Villa Luna Blanca,Exempt,Electricity- Vacant Units
54295-97379,11/14/2024,12/5/2024,6412 - Electricity- Vacant Units,FPL,131.56,0,11/15/2024,The Marula Nest,Exempt,Electricity- Vacant Units
Nov Electricity 78849-97300,11/15/2024,12/6/2024,6412 - Electricity- Vacant Units,FPL,104.29,0,12/11/2024,Villa Driftwood,Exempt,Electricity- Vacant Units
Nov 2024 13838-52579,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,40.85,0,12/13/2024,Villa Azure Cove,Exempt,Electricity- Vacant Units
Nov 2024 58793-82579,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,27.92,0,12/13/2024,Villa Olivetta,Exempt,Electricity- Vacant Units
Nov 2024 10778-64328,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,124.33,0,12/13/2024,Casa Seraphina,Exempt,Electricity- Vacant Units
Nov 2024 00659-62573,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,30.85,0,12/13/2024,The Golden Banyan,Exempt,Electricity- Vacant Units
Nov 2024 03550-50196,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,6.37,0,12/13/2024,The Marula Nest,Exempt,Electricity- Vacant Units
Nov 2024 97501-92578,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,37.98,0,12/13/2024,Villa Azure Cove,Exempt,Electricity- Vacant Units
Nov 2024 96930-16256,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,47.68,0,12/13/2024,Villa Cielo Alto,Exempt,Electricity- Vacant Units
Nov 2024 02272-06257,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,46.53,0,12/13/2024,Villa Azure Cove,Exempt,Electricity- Vacant Units
66520-40533 Dec 2024,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,127.57,0,12/10/2024,Villa Luna Blanca,Exempt,Electricity- Vacant Units
85713-12084 Dec 2024,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,143.77,0,12/10/2024,The Marula Nest,Exempt,Electricity- Vacant Units
47307-77465 Dec 2024 and Deposit,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,40.93,0,12/10/2024,Whispering Palms Estate,Exempt,Electricity- Vacant Units
Dic 2024 75992-49534,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,43.42,0,12/13/2024,The Golden Banyan,Exempt,Electricity- Vacant Units
Dic 2024 85923-34588,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,62.24,0,12/13/2024,Villa Terra Nova,Exempt,Electricity- Vacant Units
Dic 2024 06218-41246,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,78.17,0,12/13/2024,The Golden Banyan,Exempt,Electricity- Vacant Units
Dic 2024 47627-24583,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,40.31,0,12/13/2024,Villa Azure Cove,Exempt,Electricity- Vacant Units
Dic 2024 74161-24589,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,30.66,0,12/13/2024,The Marula Nest,Exempt,Electricity- Vacant Units
09073-04000,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,75.52,0,12/13/2024,Villa Cielo Alto,Exempt,Electricity- Vacant Units
82346-16251,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,75.06,0,12/13/2024,Villa Terra Nova,Exempt,Electricity- Vacant Units
67739-73562 Nov,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,74.06,0,12/13/2024,The Velvet Horizon,Exempt,Electricity- Vacant Units
74531-14006,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,67.72,0,12/13/2024,Villa Sereno,Exempt,Electricity- Vacant Units
06745-51247,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,66.6,0,12/13/2024,Villa Azure Cove,Exempt,Electricity- Vacant Units
48998-02526 Nov,11/19/2024,12/10/2024,6412 - Electricity- Vacant Units,FPL,53.67,0,12/13/2024,Villa Terra Nova,Exempt,Electricity- Vacant Units
